区域类型,图纸区域名称,区域优先级,字段名称,code,数据类型,字段优先级,别名,字段类型,字段描述,字段值处理方式,是否为主键,枚举值
参数表,阀门参数表,重要,出口接管外径,CKJGWJ,区间和数值,重要,进出口管径,阀门属性,出口接管外径，mm,字段值需要标准化,非主键,
参数表,阀门参数表,重要,出口接管材料,CKJGCL,字符串,重要,下游接管材质,阀门属性,出口接管材料牌号,字段值无需标准化,非主键,
参数表,阀门参数表,重要,出口接管材料,CKJGCL,字符串,重要,出口管道材料,阀门属性,出口接管材料牌号,字段值无需标准化,非主键,
参数表,阀门参数表,重要,出口接管材料,CKJGCL,字符串,重要,接管材质,阀门属性,出口接管材料牌号,字段值无需标准化,非主键,
参数表,阀门参数表,重要,出口接管材料,CKJGCL,字符串,重要,材料,阀门属性,出口接管材料牌号,字段值无需标准化,非主键,
参数表,阀门参数表,重要,出口接管材料,CKJGCL,字符串,重要,管道接管材质,阀门属性,出口接管材料牌号,字段值无需标准化,非主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,FI,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,ID码,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,功能编码,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,设备ID码,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,设备代号,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,设备功能码,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,阀门代码,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,阀门位号,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能位置编码,GGWZBM,编码,重要,阀门编码,阀门属性,阀门的功能标识编码；9或10位编码，第1位、5~8位为数字，其余位字母,字段值需要标准化,主键,
参数表,阀门参数表,重要,功能物项分级（可运行性）,GNWXFJ_KYXX,枚举,重要,功能分级,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,功能物项分级（可运行性）,GNWXFJ_KYXX,枚举,重要,功能安全分级（可运行性）,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,功能物项分级（可运行性）,GNWXFJ_KYXX,枚举,重要,功能物项分级,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,功能物项分级（可运行性）,GNWXFJ_KYXX,枚举,重要,功能物项分级（O）,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,功能物项分级（完整性）,GNWXFJ_WZX,枚举,重要,功能分级,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,功能物项分级（完整性）,GNWXFJ_WZX,枚举,重要,功能安全分级（完整性）,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,功能物项分级（完整性）,GNWXFJ_WZX,枚举,重要,功能物项分级,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,功能物项分级（完整性）,GNWXFJ_WZX,枚举,重要,功能物项分级（I）,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""功能安全1级"", ""en"": ""F-SC1""}, {""cn"": ""功能安全2级"", ""en"": ""F-SC2""}, {""cn"": ""功能安全3级"", ""en"": ""F-SC3""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,填料螺栓力矩,TLLSLJ,区间和数值,不重要,填料螺栓力矩,图纸属性,,字段值无需标准化,,
参数表,阀门参数表,重要,失效安全位置,SSAQWZ,枚举,重要,安全位置,阀门属性,在失去动力源或控制信号时，阀门所处的位置：,字段值需要标准化,非主键,"[{""cn"": ""开"", ""en"": ""O""}, {""cn"": ""关"", ""en"": ""C""}, {""cn"": ""保持原位/保位/保持/维持原位"", ""en"": ""AS IS""}]"
参数表,阀门参数表,重要,失效安全位置,SSAQWZ,枚举,重要,故障位置,阀门属性,在失去动力源或控制信号时，阀门所处的位置：,字段值需要标准化,非主键,"[{""cn"": ""开"", ""en"": ""O""}, {""cn"": ""关"", ""en"": ""C""}, {""cn"": ""保持原位/保位/保持/维持原位"", ""en"": ""AS IS""}]"
参数表,阀门参数表,重要,屏障物项分级,PZWXFJ,枚举,重要,屏障分级,阀门属性,对应物项的设计预防措施，定义其屏障分级,字段值需要标准化,非主键,"[{""cn"": ""屏障安全1级"", ""en"": ""B-SC1""}, {""cn"": ""屏障安全2级"", ""en"": ""B-SC2""}, {""cn"": ""屏障安全3级"", ""en"": ""B-SC3""}, {""cn"": ""灾害安全3级"", ""en"": ""Z-SC3""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC+""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,屏障物项分级,PZWXFJ,枚举,重要,屏障安全分级,阀门属性,对应物项的设计预防措施，定义其屏障分级,字段值需要标准化,非主键,"[{""cn"": ""屏障安全1级"", ""en"": ""B-SC1""}, {""cn"": ""屏障安全2级"", ""en"": ""B-SC2""}, {""cn"": ""屏障安全3级"", ""en"": ""B-SC3""}, {""cn"": ""灾害安全3级"", ""en"": ""Z-SC3""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC+""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,屏障物项分级,PZWXFJ,枚举,重要,屏障安全分级,阀门属性,对应物项的设计预防措施，定义其屏障分级,字段值需要标准化,非主键,"[{""cn"": ""屏障安全1级"", ""en"": ""B-SC1""}, {""cn"": ""屏障安全2级"", ""en"": ""B-SC2""}, {""cn"": ""屏障安全3级"", ""en"": ""B-SC3""}, {""cn"": ""灾害安全3级"", ""en"": ""Z-SC3""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC+""}, {""cn"": ""非安全级"", ""en"": ""NC""}]"
参数表,阀门参数表,重要,抗震分类,KZFL,枚举,重要,抗震类别,阀门属性,定义物项的抗震分类,字段值需要标准化,非主键,"[{""cn"": ""抗震1类"", ""en"": ""SSE1""}, {""cn"": ""抗震2类"", ""en"": ""SSE2""}, {""cn"": ""无强制抗震要求"", ""en"": ""NO""}, {""cn"": ""相互作用类"", ""en"": ""相互作用类""}]"
参数表,阀门参数表,重要,抗震分类,KZFL,枚举,重要,采购抗震分类,阀门属性,定义物项的抗震分类,字段值需要标准化,非主键,"[{""cn"": ""抗震1类"", ""en"": ""SSE1""}, {""cn"": ""抗震2类"", ""en"": ""SSE2""}, {""cn"": ""无强制抗震要求"", ""en"": ""NO""}, {""cn"": ""相互作用类"", ""en"": ""相互作用类""}]"
参数表,阀门参数表,重要,抗震要求,KZYQ,枚举,重要,抗震等级,阀门属性,定义物项的抗震等级,字段值需要标准化,非主键,"[{""cn"": ""可运行性"", ""en"": ""O""}, {""cn"": ""完整性"", ""en"": ""I""}, {""cn"": ""功能容量"", ""en"": ""F""}, {""cn"": ""稳定性"", ""en"": ""S""}, {""cn"": ""无要求"", ""en"": ""NO""}]"
参数表,阀门参数表,重要,抗震要求,KZYQ,枚举,重要,采购抗震要求,阀门属性,定义物项的抗震等级,字段值需要标准化,非主键,"[{""cn"": ""可运行性"", ""en"": ""O""}, {""cn"": ""完整性"", ""en"": ""I""}, {""cn"": ""功能容量"", ""en"": ""F""}, {""cn"": ""稳定性"", ""en"": ""S""}, {""cn"": ""无要求"", ""en"": ""NO""}]"
参数表,阀门参数表,重要,排放量,PFL,区间和数值,不重要,排放量,图纸属性,,字段值无需标准化,,
参数表,阀门参数表,重要,旁通阀阀门位号,PTFFMWH,编码,重要,旁通阀阀门位号,阀门属性,旁通阀的功能编码是在主阀编码后加A或B。,字段值需要标准化,,
参数表,阀门参数表,重要,是否双向流,SFSXL,枚举,重要,是否双向流,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""是"", ""en"": ""Yes""}, {""cn"": ""否"", ""en"": ""No""}]"
参数表,阀门参数表,重要,是否安全壳隔离阀,SFAQKGLF,枚举,重要,是否安全壳隔离阀,阀门属性,阀门是否是安全壳隔离阀,字段值需要标准化,非主键,"[{""cn"": ""是"", ""en"": ""Yes""}, {""cn"": ""否"", ""en"": ""No""}]"
参数表,阀门参数表,重要,最大启闭压差,ZDQBYC,区间和数值,重要,启闭压差,阀门属性,阀门开启或者关闭时的最大压差,字段值需要标准化,非主键,
参数表,阀门参数表,重要,最大启闭压差,ZDQBYC,区间和数值,重要,开/关最大压差,阀门属性,阀门开启或者关闭时的最大压差,字段值需要标准化,非主键,
参数表,阀门参数表,重要,最大启闭压差,ZDQBYC,区间和数值,重要,开启或关闭最大压差,阀门属性,阀门开启或者关闭时的最大压差,字段值需要标准化,非主键,
参数表,阀门参数表,重要,最大启闭压差,ZDQBYC,区间和数值,重要,阀门开启或者关闭时的最大压差,阀门属性,阀门开启或者关闭时的最大压差,字段值需要标准化,非主键,
参数表,阀门参数表,重要,最大启闭压差,ZDQBYC,区间和数值,重要,阀门开启或者关闭时的最大压差（MPa）,阀门属性,阀门开启或者关闭时的最大压差,字段值需要标准化,非主键,
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066-1997,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066安全等级（阀门本体）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066安全等级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066等级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066等级（阀门本体）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,HAF J0066等级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全分级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全分级（阀门本体）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全分级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全等级,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,安全等级（HAF J0066）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,核安全等级（阀门本体）,HAQDJ_FMBT,枚举,重要,核安全等级（阀门）,阀门属性,对应于 HAF J0066《压水堆核电厂物项分级的技术见解》安全等级,字段值需要标准化,非主键,"[{""cn"": ""安全1级"", ""en"": ""SC-1""}, {""cn"": ""安全2级"", ""en"": ""SC-2""}, {""cn"": ""安全3级"", ""en"": ""SC-3""}, {""cn"": ""非安全级"", ""en"": ""NC""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NC(S)""}, {""cn"": ""非安全级"", ""en"": ""NNS""}, {""cn"": ""有特殊要求的非安全级"", ""en"": ""NNS(S)""}]"
参数表,阀门参数表,重要,检漏螺钉拧紧力矩,JLLDNJLJ,区间和数值,不重要,检漏螺钉拧紧力矩,图纸属性,,字段值无需标准化,,
参数表,阀门参数表,重要,流体介质,LTJZ,枚举,重要,介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
参数表,阀门参数表,重要,流体介质,LTJZ,枚举,重要,传输介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
参数表,阀门参数表,重要,流体介质,LTJZ,枚举,重要,使用介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
参数表,阀门参数表,重要,流体介质,LTJZ,枚举,重要,工作介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
参数表,阀门参数表,重要,流体介质,LTJZ,枚举,重要,适用介质,阀门属性,阀门正常运行时的流体介质；一个阀门可能对应多个值,字段值需要标准化,非主键,"[{""cn"": ""空气"", ""en"": ""A""}, {""cn"": ""含硼水"", ""en"": ""B""}, {""cn"": ""除盐水"", ""en"": ""D""}, {""cn"": ""生水"", ""en"": ""E""}, {""cn"": ""二氧化碳"", ""en"": ""G""}, {""cn"": ""油"", ""en"": ""H""}, {""cn"": ""废气"", ""en"": ""J""}, {""cn"": ""废液"", ""en"": ""K""}, {""cn"": ""硫磺酸"", ""en"": ""KA""}, {""cn"": ""浓缩液"", ""en"": ""KC""}, {""cn"": ""轴封水"", ""en"": ""KE""}, {""cn"": ""淤泥"", ""en"": ""KL""}, {""cn"": ""树脂"", ""en"": ""KR""}, {""cn"": ""苛性钠"", ""en"": ""KS""}, {""cn"": ""处理水"", ""en"": ""KT""}, {""cn"": ""试剂类废液"", ""en"": ""KW""}, {""cn"": ""给水"", ""en"": ""L""}, {""cn"": ""辅助水"", ""en"": ""N""}, {""cn"": ""氧气"", ""en"": ""O""}, {""cn"": ""反应堆冷却剂"", ""en"": ""P""}, {""cn"": ""有机液体"", ""en"": ""Q""}, {""cn"": ""试剂（包括化学废物）"", ""en"": ""R""}, {""cn"": ""固体废物"", ""en"": ""S""}, {""cn"": ""饮用水"", ""en"": ""T""}, {""cn"": ""蒸汽"", ""en"": ""V""}, {""cn"": ""氩气"", ""en"": ""X""}, {""cn"": ""氢气"", ""en"": ""Y""}, {""cn"": ""氮气"", ""en"": ""Z""}]"
参数表,阀门参数表,重要,流量特性,LLTX,枚举,重要,固有流量特性,阀门属性,,字段值需要标准化,非主键,"[{""cn"": ""等百分比"", ""en"": ""=%""}, {""cn"": ""线性"", ""en"": ""L""}, {""cn"": ""快开"", ""en"": ""QO""}]"
